words,commit_message
16,44d2f5e66 Update CHANGELOG
60,146bc3401 Merge pull request #2549 from mitchellh/f-docker-provisioner
45,76fd0e7ef website/docs: document the Docker provisioner
56,8f4fa897d provisioners/docker: use proper UNSET_VALUE for no value
96,954641d80 core: Set I18n.config.enforce_available_locales to true to avoid an annoying deprecation warning
51,999ce2235 provisioners/docker: output version when installing
50,f7916c0cf provisioners/docker: output for each image pulling
35,ecbd0bfa8 provisioners/docker: style nitpicks
46,8d6cac959 provisioners/docker: only allow 'args' special
59,33d3c2808 provisioners/docker: simplify run, output which are running
63,c55f7dfd6 provisioners/docker: allow images to be configured with images:
44,d3b7bffc6 provisioners/docker: style nitpick on unless
72,dda7cbb41 provisioners/docker: make sure version is correct type, fix Ruby warning
71,5ee3a0674 provisioners/chef: fix validate return so that it is properly formatted
16,61b622994 Update CHANGELOG
41,d9dc2d6cf guests/linux: --no-wait on emit [GH-2564]
49,9cd9e6e55 communicators/ssh: add -E to sudo to preserve env
16,26b74d329 Update CHANGELOG
58,d2bc1dbc3 Merge pull request #2560 from phinze/vbox-nfs-dhcp-support
61,900a8a4ec Merge pull request #2569 from mitchellh/fix-hook-with-methods
46,1550946b0 core: build action builder if responds to call
16,07e226029 Update CHANGELOG
54,2e199d088 Merge pull request #2565 from mitchellh/f-box-checksum
35,25f2f342b Loosen net-ssh dependency [GH-2573]
53,c25172d0f providers/virtualbox: support DHCP interfaces for NFS
77,ae472dece core: Fix hooking when using a `Method` object as a callable on action runner
61,aff26b832 core: Retrofit some test for Method support on Action::Runner
58,578393ac8 Add cleanup routine to synced folder plugin implementation
61,ac45e08cd Revert "core: use keyword args to simplify BoxCollection#add"
33,98fa06044 Revert "core: check for Ruby 2.0"
39,27a35194f core: require file checksum for box add
55,72edddbb0 core: do proper type conversions for box checksum types
52,f48f2ff07 website/docs: document checksumming from Vagrantfile
41,16dc0507b website/docs: document box checksum flags
41,555f4c7dc kernel/v2: support checksum on box config
33,84ea952df core: output UI when checksumming
33,1094ac976 core: support checksum on box add
52,4281af338 core: use keyword args to simplify BoxCollection#add
24,9be6b4f0d core: check for Ruby 2.0
21,88bb0a394 Test against Ruby 2.0
45,e9184ed6f website/docs: fix 404 link on getting started
54,4daa21e0b guests/debian: remove empty test file added by mistake
45,7c25a2335 core: get tests passing cleanly on Ruby 2.0.0
16,5868de0b0 Update CHANGELOG
67,6829ad1a0 Merge pull request #2558 from ticosax/append-salt-bootstrap-options
68,7cd707746 salt-bootstrap.sh: options are only allowed before install arguments
56,3289141fc provisioners/docker: Clean up some leftovers from vocker
36,2d50b2f08 provisioner/docker: Add missing I18n
62,82fc9330a provisioners/docker: Simplify raising of Docker related errors
56,0536817e9 provisioners: Import Docker provisioner code from Vocker
34,cfb258a55 provisioners/shell: s/unless/if !/
68,3c06e9458 Merge pull request #2556 from phinze/fix-shell-array-args-validation
52,fbf9b0991 Merge pull request #2557 from fgrehm/fix-vagrant-ssh
29,61733bbfb core: Fix broken SSHExec spec
89,9753f988b core: Fix regression caused by recent changes that allowed multiple private keys [GH-907]
53,fef60242b provisioners/shell: fix validation for args [GH-1949]
44,0f4e29d86 Merge pull request #2555 from nikhilv/master
8,6d56b6c99 fix typo
16,6e4b17bf0 Update CHANGELOG
49,2a0f8e214 Merge pull request #2543 from glensc/pld-hostname
28,ee44e717f core: fix small comment typo
32,1df4f5a8e require pld/cap/change_host_name
26,2416149aa fix hostname change on pld
48,db9c8dd6b core: validate box_download_ca_cert_file, expand
48,d0f14250d core: can specify config.vm.box_download_ca_cert
42,cd3e19306 commands/box/add: custom CA cert [GH-2337]
15,1e7084e1e core: fix tests
51,fef24b2b2 core: output available commands in machine-readable
55,798432feb provisioners/chef: validate environments path [GH-2381]
54,9a1001cbf website/docs: document synced folder options [GH-2274]
57,115684122 website/docs: clarify when provisioners are run [GH-2541]
49,209263020 website/docs: better document creating base boxes
30,ba09bad83 website/docs: fix 404 box link
40,6f2d6981c website/docs: better Chef docs [GH-2436]
54,fc190fad9 guests/redhat: DHCP_HOSTNAME set to hostname [GH-2441]
55,25d0dd149 website/docs: fix letter spacing on high zoom [GH-2486]
58,5790235a5 Merge pull request #2539 from bearstech/debian_ifdown_ifup
47,cd106986b provisioners/ansible: use the first private key
32,09a86bd70 Sometimes, ifdown is not enough.
55,c5018c5e0 website/docs: document forwarded port options [GH-2510]
47,9dfac9557 provisioners/puppet: fix some bonehead mistakes
62,25a849146 provisioners/puppet: manifests path can be in the VM [GH-1805]
54,d7b74ca8b core: config.vm.box_url can be array of urls [GH-1958]
26,21bed5c0a core: cleanup HandleBoxURL
36,d88e3dcff kernel/v2: new style default box url
34,19757491d website/docs: document client cert
16,b77040d48 Update CHANGELOG
53,7d1fe7c6f kernel/v2: properly set default value for client cert
89,13b52f6b6 Merge branch 'client-certs' of https://github.com/sthulb/vagrant into sthulb-client-certs
74,8581a93e7 provisioners/chef: upload encrypted data bag secret to prov path [GH-1246]
42,45e09eb67 core: allow multiple private keys [GH-907]
54,d08e3f7ab provisioners/puppet: use better flags for one-time run
50,4a3259443 provisioners/puppet: make the output a bit clearer
50,e72cd9c98 provisioners/puppet: can specify a client key/cert
47,57c25a26a provisioners/puppet: update config to new style
68,8f1d33b5c website/docs: Document `--box-info` parameter for `vagrant box list`
46,57d477514 provisioners/shell: allow array args [GH-1949]
72,741930b43 Merge pull request #1949 from mpapis/feature/shell_provisoner_array_args
27,48973a72d commands/box/list: clean up
101,3bedc77cc Merge branch '2293-track-box-url' of https://github.com/fgrehm/vagrant into fgrehm-2293-track-box-url
56,5f1cf5872 core: create sentinel just before provisioning [GH-2488]
54,3219be3d5 core: only look for global flags before "--" [GH-2491]
71,195f0d963 guests/linux: emit upstart event for vagrant mounted if avail [GH-2502]
62,602505a13 providers/virtualbox: some validation around internal networks
49,2d957cdaa providers/virtualbox: internal networks [GH-2020]
27,35476328a Update version to 1.4.0.dev
8,6c8ea0e4e Fix typo
16,cc5793367 update changelog
58,10daa6fdd Merge pull request #2366 from gildegoma/ansible-extra-vars
43,3701b955c core: allow hooking around provisioner runs
61,d6fb08350 Merge pull request #2405 from fgrehm/2044-provisioner-hooking
37,8d9938299 core: allow custom callables in hooks
41,ec5727dfe core: expose the hook method from the env
40,f5cc112a4 core: allow hooks to send arbitrary data
37,6baab10df communicators/ssh: pty can be enabled
50,4bc431760 core: fix exception case regression from yesterday
46,850d1484a website/docs: document environmental variables
16,f861fbcaf Update CHANGELOG
43,0c19578af Merge pull request #2261 from mrkafk/master
42,7ba9d2d0a commands/init: add --output flag [GH-1364]
16,7c7524a84 Update CHANGELOG
33,aa02c64b0 Merge branch 'f-machine-readable'
27,ab3b469ed website/docs: ask for input
46,5cbc54d57 commands/box: list has machine-readable output
41,15d639c8d website: document machine-readable output
44,42a71a953 commands/status: add machine-readable output
57,c5a7ab795 core: Add the MachineReadable UI, --machine-readable flag
81,305af26fa Merge pull request #2534 from phinze/2333-debian-ubuntu-change-host-name-refactor
42,688bca14f refactoring ubuntu/debian change_host_name
48,037985320 core: get rid of dependencies on @env from mixin
30,f0f8b4e3e core: use OpenSSH for ssh exec
46,bc9d04806 core: enable SSH compression for `vagrant ssh`
62,97c80c0a6 Merge pull request #2424 from tmatilai/store_provision_enabled
30,f66d08d73 commands/plugin: style nitpick
62,63005fc1c Merge pull request #2420 from tmacedo/rubygems_2_compatibility
29,0506f47a4 core: get tests passing again
16,91651f806 Update CHANGELOG
50,3cdc0ef44 core: allow env access in plugin loaded middleware
19,49b14114a core: style nitpick
56,1ea39ab60 Merge pull request #2437 from fgrehm/plugins-loaded-hook
52,0e20c51c7 core: allow provisioner cleanup to happen after call
54,c8be50c69 providers/virtualbox: get rid of some 4.3 global state
67,2044c7445 Merge pull request #2484 from andyfowler/virtualbox-parallel-import
16,efc5c39b8 Update CHANGELOG
38,cfe17076b providers/virtualbox: nitpick on style
60,56eb53d8a Merge pull request #2483 from andyfowler/retryable-customize
16,b65b22cef update changelog
56,2a35ec425 Merge pull request #2505 from jaugustin/shell-keep-color
36,9f9124088 website/docs: document new box stuff
57,46d9ded81 commands/box/add: add --clean flag to ignore continuation
37,b78be4625 core: remove old temp files for boxes
39,a290480ec core: output when resuming box download
42,5d9c002bd core: don't make all downloads continuable
115,034c15172 Merge branch 'resumable-download' of https://github.com/rconradharris/vagrant into rconradharris-resumable-download
97,45702f9d4 Merge branch 'issue_2333' of https://github.com/elliotsegler/vagrant into elliotsegler-issue_2333
60,7aa3a3967 website/docs: document how long compatibility will be aroung
55,8a0f209f3 website/docs: document need for private network for NFS
44,97389d425 core: output synopsis with command [GH-2249]
20,844c67291 website/docs: add GA
66,23bdbd6fd synced_folders/nfs: specify nfs_udp false to disable udp [GH-2304]
48,1b8c3b62a core: scope hash override synced folder settings
46,de9d38de2 core: don't load vagrantfile on plugin command
27,d0f08b1f2 website/docs: add book link
59,e9fd62240 core: vagrant version requirements in vagrantfile [GH-2322]
51,bf72c7cb5 core: human friendly error for corrupt box metadata
16,79d929a26 Update CHANGELOG
46,88425f014 Merge pull request #2390 from borgstrom/master
58,a4fe54753 Merge pull request #2444 from tmatilai/debian_hostname_fix
16,aed61291e Update CHANGELOG
56,4e75e39ee Merge pull request #2426 from tmatilai/virtualbox_memory
64,47c01454f Merge pull request #2417 from BlackIkeEagle/vagrant-vim-settings
16,8fa3a4f3e Update CHANGELOG
55,c49a4d6a1 Merge pull request #2445 from tmatilai/debug_cli_option
16,4e22e080d Update CHANGELOG
43,5b71cf87f Merge pull request #2450 from onejli/master
16,05e9dc6e5 Update CHANGELOG
58,dcf57bd2c guests/linux: increase sleep time btween NFS mount retries
46,52c27cd49 Merge pull request #2448 from rimckenn/patch-1
48,0166e2699 Merge pull request #2460 from jeremyfelt/patch-1
16,c6e2de712 Update CHANGELOG
46,936206362 Merge pull request #2487 from hatsuseno/master
53,c00b045f5 providers/virtualbox: retry suspended check [GH-2479]
64,d554cfc4e Merge pull request #2521 from isaoshimizu/fix_nic_name_on_fedora
67,33273ee56 Merge pull request #2529 from markpeek/markpeek-freebsd-nobashshell
16,b02d0d52a Update CHANGELOG
38,14faccfd7 Merge branch 'pluggable-synced-folder'
32,39715eb2f core: fix templates syntax error
36,0425d1712 synced_folders/nfs: config goes here
41,ab70dc271 core: verify explicit sf types are usable
31,2c8b6ace7 providers/virtualbox: output UI
29,803e78a5d fixing error in comment #2333
42,0b9861db7 providers/virtualbox: fix broken NFS check
28,850c9ea7a kernel: handle new NFS types
45,22a543006 synced_folders/nfs:  use proper error classes
57,be6d4cc11 providers/virtualbox: make sure sf host paths are strings
54,35ac7da5a providers/virtualbox: don't use NFS middleware anymore
47,125584aaf core: SyncedFolders middleware passes inoptions
23,079ac12f5 core: remove NFS action
57,52fe93cc4 synced_folders/nfs: begin implementation (not functional)
54,9d3818a38 providers/virtualbox: use new SyncedFolders middleware
39,93a406633 core: SyncedFolders built-in middleware
58,d5dcf84d6 Allow the FreeBSD plugin to install without bash [GH-2485]
37,a80de5105 Fixes recommended by phinze for #2333
56,97148379d providers/virtualbox: implement the synced folder plugin
35,ee0086dde core: Add synced_folder plugin type
16,bf2b06e1b Update CHANGELOG
57,504707f96 Merge pull request #2482 from andyfowler/safer-vbox-names
16,b0fb6970a Update CHANGELOG
48,5150817b3 Merge pull request #2514 from AJCStriker/patch-1
16,7e28fe3a3 Update CHANGELOG
46,ccb91ef93 Merge pull request #2525 from millerdev/master
50,31894171d Make salt bootstrap work on systems without python
36,8a3d7aae1 fix network interface name on fedora
23,87a47abee Add resumable downloads
70,b4aa8c006 Merge pull request #2517 from phinze/2454-fix-dhcp-error-constant-typo
61,4225b0eb7 provider/virtualbox: fix bad constant reference in dhcp error
33,a567e658c Add invalid character replacement
47,4883ece9a Merge pull request #2512 from phs/phs/doco-typo
5,bd588a0ff Typo!
71,722e9e6af [Provisioner][Shell] add keep_color option to allow custom color output
46,aa749db07 Restart NFS on Gentoo host instead of starting
49,b13122cab use Retryable for virtualbox customize + defaults
39,d775756d1 use a safer default name for virtualbox
50,2e9286b4d use vbox4.2 driver parallel-safe box import in 4.3
101,c2a3a30e3 Update the virtualbox driver to import base boxes into a unique(ish) VM folder to prevent collisions.
46,fdfd09b63 Add CentOS 'testing' argument for install_type
99,1ad756d52 ifdown ethN before munging ifcfg-ethN (i.e. removing previous vagrant config for network interface)
14,3047b8125 Update host.rb
58,28740943b Add `--debug` option as a shortcut for `VAGRANT_LOG=debug`
43,2073a1a93 Fix hostname setting also in Debian, part N
73,a0c1cc023 core: Add spec for running environment hooks with a custom Action::Runner
104,bbe7b3ffc core: Add support for plugins to hook into the environment load process before configurations are parsed
56,48875124b commands/box: Read box URL and downloaded date from JSON
78,500deb513 core: Persist box URL and download date into a JSON file under boxes directory
70,05a8cf523 core: Get rid of code that deals with box info on a separate statefile
55,fcfb43136 core: Improve RemoveBoxInfo and WriteBoxInfo docs a bit
93,18cf66e83 commands/box: List base box downloaded URL and datetime when `-i` gets provided to `box list`
75,cbc7e7eed commands/box: Preparing to display additional box information on `box list`
75,031119a85 commands/box: Extract a base class for dealing with StateFile instantiation
62,1c689d221 core: Remove box information from state file after box removal
86,e4b5db829 commands/box: Extract box removal code from `box remove` command into a builtin action
42,1443d634c core: Write box information after download
73,17fd5f9e4 commands/box: Introduce a StateFile for keeping track of downloaded boxes
55,670a441a9 core: Scaffold an action for persisting box information
69,4fa12d896 core: Pass on the newly added box to the rest of the middleware stack
45,a5c15fd23 core: Fix action name used for ProvisionerRun
99,2debce9dd core: Improve provisioner hooking by introducing a new builtin action for wrapping provisioner runs
49,00ce442de core: Allow hooking before and after provisioners
19,a92e03cf4 Update CHANGELOG.md
52,d0ae6e960 Merge pull request #2434 from emyl/machine-id-string
36,6bf842326 Machine ID should always be a string
58,3368ef610 Add shortcut for setting the memory size for VirtualBox VM
48,88673e4d2 Store the final `provision_enabled` value to env
31,2d66d94eb compatibility with rubygems 2.x
40,eb6256316 core: improved commenting in bin/vagrant
16,3002f8d52 Update CHANGELOG
42,2ca350c81 Merge pull request #2400 from hikch/master
16,17101d0c6 Update CHANGELOG
45,af66984ca Merge pull request #2404 from canausa/patch-1
37,050ebc535 website/docs: update to support 4.3.x
21,1b6643c97 website/docs: clearer
55,e99fc28d8 Merge pull request #2412 from maxlinc/config_validation
16,e24b7249e Update CHANGELOG
51,c5dbe416e Merge pull request #2414 from Schpidi/symlinks_vb41
115,889233ed9 Automatically enable symlinks on vboxsf for VirtualBox 4.1 (see #713 and 387692f9c8fa4031050646e2773b3d2d9b2c994e).
34,61d234e15 document common validation pattern
36,144c0e6d5 .vimrc with vagrant tabstop settings
16,9094a6b2b Update cHANGELOG
43,551506318 Merge pull request #2401 from txchen/master
30,10883b3be Add --no-parallel to provision
55,e1abceee8 Sleep to avoid 100% CPU in waiting time of 'vagrant up'
32,c0eb9bd35 fix nfs mount fail with freebsd.
23,9c8ead1ca Restore correct pathing
64,ebb85b57f Allow owner & group to be supplied as an Integer and skip lookup
38,673a06b54 hosts/gentoo: use subprocess machinery
16,cae8cd4f9 Update CHANGELOG
51,7a99e7a62 Merge pull request #2382 from timgus/gentoo_systemd
16,e2e114f0b Update CHANGELOG
57,079a6edad Merge pull request #2384 from nmische/ubuntu_hostname_fix
95,0c238741d Fixing so localhost hosts file entry is not lost when updating hostname. Addresses Issue #2383.
99,7bfc3ea16 hosts/gentoo: recognize systemd for nfsd startup and replace "service" command with /etc/init.d/nfs
18,57e95323b up version for dev
6,a40522f5f v1.3.5
16,fe31ac755 Update CHANGELOG
54,b2070eec5 providers/virtualbox: Support VirtualBox 4.3 [GH-2374]
57,0fc29eb34 Merge pull request #2376 from tmatilai/debianoid-hostname
35,330f72eae Fix hostname setting also in Debian
46,535eb3520 Use old name instead of hard coded 'precise64'
16,dd7ee15d6 Update CHANGELOG
53,f988db97b Merge pull request #2334 from elliotsegler/issue_2333
62,2be01284e provisioners/chef: fix exception during node cleanup [GH-2345]
16,7f6cdfca7 Update CHANGELOG
16,2f5c9e97a Update CHANGELOG
46,4f8b751c4 Merge pull request #2347 from dougm/esxi-guest
41,cfd81da97 Merge pull request #2359 from viq/patch-1
47,569b223b8 Merge pull request #2353 from 3flex/set-charset
46,51714483c Merge pull request #2357 from 3flex/hiera-docs
16,b56b065df Update CHANGELOG
85,cb74d208e Merge pull request #2358 from sgronblo/disallow_dots_and_hyphens_at_start_of_hostname
43,aead8e83d Merge pull request #2343 from gwaldo/master
73,ccdaae69b Merge pull request #2365 from Tomdarkness/fix-virtualbox-driver-retryable
63,30cdaddb7 Merge pull request #2370 from catharsis/doc-fix-packaging-intro
62,0594a035f Merge pull request #2372 from tchaudhri/tchaudhri_fix_doc_typo
10,ffadb5a4f comma typo
65,50de6f9a3 docs/plugins: Remove sentence about commands in packaging section
47,5aff4a1f2 Ansible: Improvements for 'extra_vars' argument
87,27c724321 Move exception raising back into retryable block in VirtualBox driver command execution
55,687ebbfe8 Merge pull request #2364 from catharsis/fix-broken-link
69,3bab3491f docs/plugins: Correct a broken link in the development basics section
29,fee0f8d8a Fix seed_master key file name
55,9a7ca06cf Disallow dot and hyphen as first character of hostnames
37,6bd0bf64e docs: add Puppet Hiera docs [GH-2317]
25,1f0b3a7a8 set docs charset to UTF-8
47,6c9edbbdc guests/esxi: Add support for VMware ESXi guests
41,37f6d1d34 Merge pull request #1 from lra/issue_2333
64,157a7081b Update boundary usage in the sed regexp to update the hosts file
46,c83ea416f Merge pull request #2341 from tuminoid/patch-1
62,050837090 describing the usage of protocols for forwarded network ports.
49,06aaa6e6e #2333, more fixes - right order to get fqdn right
112,1abcf1e54 Better fix for issue #2333, does localhost as well so we dont break local name resolution for things like puppet
20,290f7c7a1 Update index.html.md
44,9ca6fbe8f Hostname and FQDN should be done in one line
19,0db87ff40 Update CHANGELOG.md
56,193f172b7 Merge pull request #2313 from jeffasinger/salt-overstate
19,ccf92b4d5 Update CHANGELOG.md
43,4049fd136 Merge pull request #2329 from mpioli/redhat
50,e9903422c detect Red Hat Enterprise Linux 4 and Oracle Linux
37,b16d56c71 rename host plugin (fedora to redhat)
56,d1871b5c1 do not use systemd on current versions of CentOS or RHEL
51,9bc2549b8 Merge pull request #2316 from jeffasinger/salt-docs
16,b070192b9 Update CHANGELOG
61,1c63d2407 Merge pull request #2320 from copperlight/ansible-provisioner
72,225da651f core: Show error message if _key dynamically passed into error [GH-2328]
36,b514f0c32 remove extra alias for vvv verbosity
36,eb5fc9d26 remove extra alias for vvv verbosity
57,e5a2f1e8b fix ansible-playbook runs when verbosity is not specified
40,2c267e096 Adding salt documention to resolve #2315
48,852812f77 Adding overstate support to the salt provisioner
18,bf70fba93 Up version for dev
6,0ac2a8738 v1.3.4
44,cfce5a466 Merge pull request #2303 from eggsby/ansible
66,557172b4b core: defined action hook names can be strings, convert to symbols
66,00f61e67e core: errors can use error_message to specify string error message
24,4f1a65f74 fixing default verbosity
16,a346976ab Update CHANGELOG
55,6fc0f0386 Merge pull request #2275 from jabclab/ansible-buffering
70,91a2f8d74 Merge pull request #2301 from fgrehm/document-remote-shell-provisioner
72,9fcc89bcf provisioners/chef: use real variable in delete from chef sever [GH-2300]
47,6110eabe6 website/docs: Document remote shell provisioner
16,91605db1c Update CHANGELOG
60,d052069eb Merge pull request #2273 from czi/fix/master/my_contribution
67,787788c32 core: Translation to remove 'solo' from shared chef error [GH-2276]
16,457423d13 Update CHANGELOG
84,efdffcdf2 Merge pull request #2290 from ianheggie/fix_provision_permissions_error_on_bootstrap
77,4f1171663 Remove old /tmp/bootstrap_salt.sh before uploading as it may not be writeable
52,c8534dc40 Merge pull request #2284 from jeremyquinton/link_fix
19,6fbe5bb64 fixed a broken link
63,c51952a68 Resolving #2194 (Ansible buffering output if run as subprocess)
45,ecb6ebaf8 add cfengine provisioner suse install support
43,e34d436f7 website/docs: mention installing virtualbox
16,333ba70ed Update CHANGELOG
57,d970c4e03 Merge pull request #2254 from Caustic/fix-hostname-debian
16,e77ca40ef Update CHANGELOG
70,0d739035b Merge pull request #2267 from fcharlier/fcharlier/dhcp_hostname_redhat
43,c1228ae20 Allow to change the DHCP_HOSTNAME on RedHat
67,e4b6c91b7 check ENV for VAGRANT_NOCOLOR (equivalent of --no-color on cmdline)
66,33dd881ad provisioners/chef: disable color if Vagrant has no color [GH-2246]
16,502c3f6e3 Update CHANGELOG
50,cc5ca1a3c Merge pull request #2253 from PeteMichaud/backtick
36,7d53047a9 Fixed fqdn handling on debian/ubuntu
22,e65ac705b fixed missing backtick
61,36bd52713 provisioners/ansible: convert extra vars to strings [GH-2244]
16,d725e0e65 Update CHANGELOG
58,7df64dff0 Merge pull request #2242 from bt5e/move-up-chmod-in-puppet
49,79fa7000f providers/virtualbox: don't touch DYLD_* anymore.
45,4d03a7359 guests/linux: fail after a number of attempts
52,62e357ffc guests/linux: only successful mount if exit status 0
56,138024d74 core: Unset DYLD_LIBRARY_PATH if setuid/setgid [GH-2243]
71,47120a86a core: modify DYLD_LIBRARY_PATH only if executing in installer [GH-2231]
54,101c6d769 website/docs: document the binary flag on provisioning
16,8c4ea4f47 Update CHANGELOG
41,5fe6d7a52 Merge pull request #2235 from aleno/shell
45,33a36830f core: don't output \e[0K on Windows [GH-2246]
37,1cb9c901c website/www: add blog feed to sidebar
25,c62fd0b7e website/www: fix feed URL
29,7cb831404 website/www: add the RSS feed
55,cd7956383 #2241 moved chmod up before verify_shared_folders check
16,513c7e68a Update CHANGELOG
41,8687a1ec8 Merge pull request #2233 from viq/patch-1
63,b20fe8d41 Dont replace Windows newlines to Unix if shell is set as binary
28,8fd233703 Fix invocation of initialize
40,2c8cc95e7 website/www: add the blog to the nav bar
47,84091cac2 website/www: put support under the "about" link
40,f208dde46 website/www: rename blog post to be real
31,cad42a830 website/www: blog archives page
33,155ef1f06 website/www: enable the blog feed
18,590566095 Up version for dev
6,db8e7a9c7 v1.3.3
53,5b2a28cd4 core: set the DYLD_LIBRARY_PATH before other env vars
52,7c3b342ad core: restore the old DYLD_LIBRARY_PATH specifically
68,f9e4ea9ce communicators/ssh: timeout waiting for connection + header [GH-2226]
58,91ff1ec8a Revert "core: don't delete state data if id=nil [GH-2201]"
53,2caf0f366 Merge pull request #2221 from mark-rushakoff/fix-typo
35,ea2c87e4f core: Fix bad translation [GH-2225]
8,5e027c4ad Fix typo
68,06bf3c6fd core: Remove DYLD_LIBRARY_PATH if command not in installer [GH-2219]
18,e72196039 Up version for dev
6,9a394588a v1.3.2
40,cac28c82d core: Vagrantfile must be file [GH-2216]
46,8cc5b4ddb hosts/arch: remove duplication with HostsLinux
63,ee9fc00a0 provisioners/ansible: default output level is verbose [GH-2194]
53,d95567e4c Revert "core: better cleanup of ".vagrant"" [GH-2201]
49,1a780bf5b core: don't delete state data if id=nil [GH-2201]
62,b9801f44a guests/linux: try `id -g` to determine group as well [GH-2197]
27,42df2ed2c website/www: work on a blog
23,790d395ad website/docs: fix build
53,dcbdd6a8f website/www: update CSS to work with latest middleman
58,d3d5e974f website/*: update therubyracer version to work with latest
60,623aa0bb3 Merge pull request #2212 from fgrehm/remove-dead-code-take-2
16,9cba88b71 Remove dead code
49,3090e313f core: Create directory before real_path [GH-2196]
16,56efc1862 Update CHANGELOG
52,93f2e9ebb communicators/ssh: increase conect timeout [GH-2163]
59,e515ca22a core: sleep between state checks for communicator [GH-2163]
40,5e468dd11 core: Convert FP ports to ints [GH-2173]
51,5054ae95f core: log when OUT actions are called in middleware
16,07982efde UPdate CHANGELOG
44,196d3bbca core: improve bad boot state error [GH-2187]
16,efdb96251 Update CHANGELOG
21,9cd8fa977 website/docs: fix 404
16,b49e936b3 Update CHANGELOG
65,cf5d1f40e Merge pull request #2191 from Raman148/fix/master/exportssecurity
48,58da9c273 Merge pull request #2195 from tpltnt/locales-fix
16,a36f06f28 Update CHANGELOG
61,288b6a06a Merge branch 'master' of https://github.com/mitchellh/vagrant
81,1900f5ecc Merge pull request #2200 from mikerowehl/virtualbox_destroy_unused_interfaces_fix
16,a9fd74ac2 Update CHANGELOG
67,77bd296a0 Merge pull request #2203 from copperlight/ansible-host-key-checking
48,4638a7a0d Merge pull request #2205 from jcockhren/fix_2204
84,87f8bd8c2 core: Report the proper invalid state when waiting for the guest machine to be ready
72,624a9dd2f need_configure should return true when master_config is defined as well.
53,131ce4fc9 add ansible.host_key_checking configuration parameter
51,251cafe5e Call the rest of the middleware stack all the time.
33,6360a8d96 clarification: don't -> shouldn't
67,7b440339f core: Allow strings to be used when checking for Guest capabilities
35,38c6ab4f4 Update issue reference on CHANGELOG
72,aacea570b Merge pull request #2189 from phinze/1736-fix-has-plugin-no-method-error
24,156628006 Cleanup for Pull Request
20,0c03ad18f Updating for NFS Fix
56,abe783042 core: fix NoMethodError in Vagrant.has_plugin? [GH-1736]
45,fd68e362a Merge pull request #2176 from deltaroe/master
158,d3ab29e27 Put nfs opts setup in separate function and configured to be called by both generic linux and arch nfs_options.  Fixes undefined method join exception in arch
46,15b38be1e Merge pull request #2167 from schlamar/patch-1
24,42e41eecc Removed duplicate entry.
54,8a9ee5d8d hosts/arch: correct variable for NFS exports [GH-2161]
16,059f494a2 Update CHANGELOG
67,9e878b3bf Merge pull request #2153 from gildegoma/ansible-docs-cleanup-and-vv
69,c29925a6a Merge pull request #2156 from gustavobgama/fix/master/linux_nfs_error
52,128d33e81 Merge pull request #2158 from atomic-penguin/GH-1977
34,1186c8671 [GH-1977] revert and alternate fix
66,693b813d6 Fixed options to NFS: no_subtree and check became no_subtree_check
34,eb5b6a8bf Ansible Docs: Add beginner warning
49,ce4f2824f Ansible: Support three available verbosity levels
46,8a925e346 Ansible: code cleanup and documentation update
22,a477d950f Update version for dev
6,b12c7e881 v1.3.1
50,517ac2082 guests/coreos: proper guest IP detection [GH-2146]
56,322fd085d Merge pull request #2147 from grepory/version_number_fix
49,f65f2d20d Remove 'v' prefix on version number in vagrant -v
56,b5fd02169 website/docs: page titles on everything, cover more info
57,31d964ec7 website/docs: page titles and better upgrade instructions
59,bad4c7876 hosts/linux: fix undefined variable in NFS export [GH-2137]
48,20fd998d6 Merge pull request #2138 from BreiteSeite/master
67,20c46d020 core: fix interpolation error on v1=>v2 upgrade warinings [GH-2142]
78,90a468129 changed Vagrantfile template to use "site.pp" for puppet instead of "init.pp".
49,90289544d core: handle EACCES when cleaning up .vagrant dir
16,77036c7ee fix failing test
54,afab61a05 core: don't use active_machines too much, deletes data
35,0879c1d62 provisioners/chef: fix syntax error
46,a06742b8e provisioners/chef: env config less restrictive
52,e05cca7ed provisioners/puppet: sudo test for folders for umask
56,592a800f8 provisioners/chef: work with restrictive umask [GH-2121]
68,95aba27e5 core: VAGRANT_VAGRANTFILE affects only project vagrantfile [GH-2130]
33,933fd8b39 website/docs: update vmx wordings
45,be57271b2 Merge pull request #2127 from herdani/patch-1
34,1769fbcba core: dup option hashes everywhere
45,0b94ed44b core: dup the synced folder options [GH-2134]
59,ece8b82e2 Vagrant docs: added most awaited keys for VMX customisation
26,6512eb5cb Up version for development
6,0224c6232 v1.3.0
62,d4e6372fa provisioners/chef: chown/create folder before access [GH-2121]
46,4c35f6d07 core: exec with the proxy command if specified
16,5c64fa3d1 Update CHANGELOG
44,763bdc42f Merge pull request #1537 from wormzer/master
54,f82711259 provisioners/all: report proper invalid keys [GH-2117]
44,d5f733b18 website/www: note compatible VMware versions
28,b381bc610 Ignore only root Vagrantfile
57,0b80f845e Merge pull request #2120 from beporter/comment-typo-fixes
44,582364b5f Merge pull request #2122 from psi/docs-fixes
28,504d7a8ac Add missing Vagrantfile docs
18,accff3689 Comment typo fixes
27,29fa57da6 website/docs: clarify roles
50,0a9c3c73d Merge pull request #2115 from erichelgeson/patch-1
46,e33572510 Clarify statement on role files with chef-solo
